,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
274,274,"Growers in distress after onion, potato prices dip",http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/growers-in-distress-after-onion-potato-prices-dip/article2569411.ece,2011-10-25,The Hindu,"Farmers from Dharwad and Hubli taluks took out a rally here on Monday demanding minimum support price of Rs. 1,200 each per quintal of potato and onion. The Karnataka Pradesh Krishik Samaj had organised the rally.The protesters staged a demonstration in front of the Deputy Commissioner's office urging the Centre to purchase potatoes and onions directly from farmers through the State Government. In the past fortnight, prices of potato and onion have dropped drastically in the domestic and international market. While the price of onion has crashed from Rs. 1,300 to Rs. 400 a quintal, the prices of the onion have fallen from Rs. 1,200 to Rs. 600 a quintal. The sudden dip in prices has landed farmers in trouble and has led to distress selling of the produce, according to the protesters.In the entire Dharwad districts, farmers of Hubli and Dharwad taluks were affected more than the others because they had opted to grow onion and potato as the region had received good rainfall during the kharif season.The farmers have taken farm loans and invested huge amounts to grow the crops. On an average, each farmer has invested a minimum of Rs. 10,000 per acre. Now, the fall in prices of onion and potato has shattered the dreams of the farmers that they would get good returns for the produce. Besides the fall in prices, inadequate storage facilities in the region has led to distress selling, the protesters added.The protesters urged the State and the Union Governments to come to the rescue of the farmers."
276,276,"At 11.43 pc, food inflation skyrockets",http://www.deccanherald.com/content/200658/at-1143-pc-food-inflation.html,2011-10-27,Deccan Herald,"At 11.43 pc, food inflation skyrocketsLast updated: 27 October, 2011New Delhi, October 27, DHNS: 1:52 ISTIncreased fuel prices, depreciating rupee behind rise in food costsOwing to a slew of factors such as increased oil prices combined with a depreciating rupee, food prices skyrocketed further pushing food inflation to 11.43 per cent for the week ending October 15 compared to a year ago.Prices of vegetables surged 25 per cent and fruits were costlier by around 12 per cent putting further pressure on the authorities to tackle rising prices and the demand and supply mismatch. High prices of milk, egg, meat and pulses also kept pressure on food inflation, which rose to the highest level in over six months, the government data showed Thursday.Food inflation figure for the week ending October 8 was 10.60 per cent.The price pressure on perishable items, particularly fruits, meat, milk, eggs and fish continued due to supply mismatch with the rising demand of such items. The imbalance has worsened by rising rural wages and consequent demand pressure from rural India and the absence of growth in agricultural productivity.Fuel prices have indeed contributed to food price hike. Although crude prices have declined in recent times on the international market, the benefit has been offset by the fall in the value of the Indian rupee. The rupee breached Rs 50 a dollar last week, making imports especially crude oil costlier, fanning fears of higher inflation and widening of the subsidy bill of the cash-strapped government.Besides, there are structural factors contributing to high food inflation in India, such as, the creaking food distribution and storage system. The Reserve Bank of India (RBI) has taken steps in the past and raised key policy rates as many as 13 times in the past 12 months to tame inflation, but they have had little impact on arresting food inflation.On the contrary, costlier loan has hampered the economic growth rate in the first quarter of current fiscal.According to RBI Governor D Subbarao, lower production of pulses and inadequate supply of protein-based food may put further pressure on food prices in the near term.Pulses became dearer by 9.06 per cent and cereal prices were up 4.62 per cent year-on-year for the week under review. But the effect of good monsoon and the governments efforts to manage the demand and supply mismatch appeared to be yielding results in some areas with wheat prices for the week under review coming down 0.95 per cent. Onion also became cheaper -- close to 19 per cent and a downward movement was also seen in potato prices. The primary articles price index was up 11.75 per cent, compared with an annual rise of 11.18 per cent a week earlier despite RBIs continued efforts to raise key policy rates to tame inflation.The Central bank raised rates for the 13th time on Tuesday to fight inflation that topped 9 per cent for nearly a year. The government and policy makers are of the view that headline inflation will start moderating from December and come close to 7 per cent by March 2012. The WPI inflation, which stayed above 9 per cent this year, climbed 9.72 per cent in September.Searing the pocket* Food inflation for week ending Oct 8 was 10.60 pc* Prices of vegetables have surged 25 per cent* Fruits costlier by about 12 per cent* Pulses have become dearer by over 9 pc and cereal prices by nearly 5 pc* Prices of milk, egg, meat and pulses have also gone up* Low production of pulses and inadequate supply of protein-based food may putfurther pressure on food prices"
277,277,Food cost tastes foul ,https://www.telegraphindia.com/1111028/jsp/business/story_14676276.jsp,2011-10-28,Telegraph,"New Delhi, Oct. 27: A spike in the prices of vegetables, fruits and milk has pushed food inflation to a six-month high of 11.43 per cent for the week ended October 15, putting pressure on policy makers to think of alternative measures to contain it as monetary tightening had not yielded the desired results. While vegetables became 25 per cent costlier on an annual basis, fruits grew dearer by 11.96 per cent, milk by 10.85 per cent and eggs, meat and fish by 12.82 per cent, food inflation data released today showed. Food inflation, as measured by the Wholesale Price Index (WPI), was at 10.60 per cent in the previous week. The double-digit inflation comes on top of a very high level of price rise recorded in October last year, when it stood at 14.20 per cent  already a high-base comparison. The last time that food inflation stood around this level was on April 9 when it was 11.53 per cent. The rising food inflation is a serious matter. Rate hikes did not seem to have the desired effect as seen in the high headline inflation. Issues of supply constraint have to be addressed, Crisil chief economist D.K. Joshi said. Pulses and cereals, which had remained subdued in recent months, have started catching up and became expensive by 9.06 per cent and 4.62 per cent, respectively, on an annual basis. However, onions became 18.93 per cent cheaper and prices of wheat and potatoes were also down 0.95 per cent and 0.45 per cent, respectively, year-on-year during the week under review. With vegetable prices unlikely to ease until after the festive season, food inflation may remain elevated in the remaining weeks of October, Icra economist Aditi Nayar said. Food prices have remained high for several months, driven by growing demand for high-protein diets, which is the result of more income at the hands of the rural people partly because of the governments job guarantee programme. Adding to the woes is the inefficient distribution system, which causes frequent supply disruptions. Analysts attributed the increase in food prices to a host of factors which range from poor logistics to the festival season. A long-term approach to contain food inflation needs to be put in place with better logistics and cold storages."
278,278,Food inflation spurts to 11.43 %,http://www.thehindu.com/todays-paper/tp-business/food-inflation-spurts-to-1143/article2575269.ece,2011-10-28,The Hindu,"Having breached the psychological barrier, food inflation raced ahead to 11.43 per cent for the week ended October 15 from 10.60 per cent in the previous week owing to a relentless surge in prices of vegetables, fruits, milk and protein-rich items.The WPI (Wholesale Price Index) on food inflation released here on Thursday shows that while vegetables were 25 per cent dearer on a year-on-year basis, fruits turned more expensive by 11.96 per cent and milk by 10.85 per cent. Alongside, eggs, meat and fish were also costlier by 12.82 per cent.What is hurting the common man all the more is that this fresh bout of double-digit inflation is over and above the 14.20 per cent spurt witnessed during the same week in October, 2010. In effect, there is no statistical anomaly of base effect in play in the current surge in prices which is very close to the high of 11.53 per cent recorded for the week ended April 9 this year.Dearer ediblesMore disconcerting for the authorities is the fact that edibles such as pulses and cereals  prices of which had eased in recent months  have started to become more expensive and turned dearer by 9.06 per cent and 4.62 per cent, respectively, on a yearly basis.Items which tended to cost less on an annual basis, however, were onions with their prices declining by 18.93 per cent while wheat and potatoes also turned cheaper by 0.95 per cent and 0.45 per cent, respectively.In a way, the spurt in food inflation, which has a significant share in the overall price spiral, vindicates the rate hike and the policy stance taken by the Reserve Bank of India (RBI). In its annual review, the apex bank had estimated headline inflation to remain high till December this year before tapering down to about 7 per cent by the end of the fiscal year in March, 2012.Noting that real wage inflation has extended into the first quarter of the current fiscal, the RBI, in its second quarter review said: Food inflation is likely to stay elevated due to demand-supply mismatches in non-cereals and large MSP [Minimum Support Price] revisions.Significantly, headline inflation, which also accounts for the price surge in manufactured items, has hovered above 9 per cent since December, 2010 and stood pegged at 9.72 per cent in September this year."
299,299,Food inflation falls to 9.01%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-falls-to-901/articleshow/10853606.cms,2011-11-24,The Times Of India,"NEW DELHI: Food inflation fell sharply to single digit at 9.01 per cent for the week ended November 12 even as prices of most agricultural items, barring potatoes, onions and wheat, continued to rise, on an annual basis.Food inflation, as measured by the Wholesale Price Index (WPI), was 10.63 per cent in the previous week. The rate of price rise in food items stood at 11.38 per cent in the corresponding week of the previous year.According to the data released by the government today, onions became cheaper by 32.85 per cent year-on-year, while potato prices were down by 7.23. Price of wheat also fell by 3.09 per cent. However, all other food items became expensive on an annual basis during the week under review.Vegetables became 17.66 per cent costlier, while pulses grew dearer by 14.28 per cent, milk by 10.46 per cent and eggs, meat and fish by 11.98 per cent. Fruits also became 4.59 per cent more expensive on an annual basis, while cereal prices were up 2.86 per cent.Inflation in the overall primary articles category stood at 9.08 per cent during the week ended November 12, as against 10.39 per cent in the previous week. Primary articles have over 20 per cent weight in the wholesale price index.Inflation in non-food articles, including fibres, oilseeds and minerals, was recorded at 4.05 per cent during the week under review, as against 5.33 per cent in the week ended November 5. Fuel and power inflation stood at 15.49 per cent during the week ended November 12, the same as in the previous week."
304,304,Inflation drops to 4-month low of 8 per cent,http://www.thehindu.com/todays-paper/tp-business/inflation-drops-to-4month-low-of-8-per-cent/article2679414.ece,2011-12-02,The Hindu,"At last there was some piece of good news for the government which is facing heat inside and outside Parliament with food inflation dropping to a four-month low of 8 per cent during the week ended November 19 against 9.01 per cent in the previous week. On July 16 food inflation stood at 7.16 per cent.The fall in inflation is due to fall in prices of essential items such as onions, potatoes and wheat giving relief to the common man, while rice and vegetables prices increased at a moderate pace. The declining trend has come as a relief to the government which is facing flak from the corporate India as well as the Opposition parties for not being able to manage the economy efficiently and effectively.Reacting to the declining inflationary trend, a relieved Finance Minister Pranab Mukherjee said: If this trend continues, perhaps we may have the year-end inflation at around 6-7 per cent.Onions became cheaper by 40.65 per cent year-on-year during the week under review, while potato prices were down by 10.98 per cent. Wheat prices also fell by 4.71 per cent.There was respite for the households as rice prices increased only by 2.52 per cent and vegetables by 5.13 per cent. Inflation with regard to vegetables, which are also affected by seasonal factors, had remained in double digit in the past months. However, prices of protein-based items such as milk, egg, meat and fish rose by double-digits.Experts feel that the fall in inflation could also have a positive spin-off for the industry and the middle-class borrowers since it sends a signal to the Reserve Bank of India (RBI) for a pause in the interest rates hike.The RBI will review the interest rates on December 16.After August, for the first time food inflation has come down to 8 per cent. Non-food inflation is steadily declining. In October 29, it was 6 per cent and now it has declined to 2.14 per cent, Mr. Mukherjee said.Inflation in the overall primary articles category stood at 7.74 per cent during the week ended November 19, as against 9.08 per cent in the previous week.Inflation in non-food articles was 2.14 per cent during the week under review, as against 4.05 per cent in the previous week ended November 12.Headline inflation has been above the 9 per cent-mark since December, 2010. It stood at 9.73 per cent in October this year."
307,307,"Potato going for Re 1 a kilo,farmers dump crop on roads",http://indianexpress.com/article/cities/chandigarh/potato-going-for-re-1-a-kilo-farmers-dump-crop-on-roads/,2011-12-02,Indian Express,"Facing a glut of potatoes owing to two bumper crops in Punjab and neighbouring states,the farmers here,not being able to find buyers or good rates,have started dumping their crop by the side of the roads.With their produce getting just Rs 1.5 per kg to Rs 3 per kg,farmers have been forced either to go for distress sale of the crop,or feed the potatoes lying in the cold storage to the cattle. .Those who are selling crop which was stored in cold storage are getting just Rs 1.5 per kg. The farmers who are harvesting early sown potato crop are getting Rs 3 per kg and these are the lowest rates. Prices should have been at least Rs 5-6 per kg to save farmers from losses, a potato grower from Jalandhar said.In a scene reminiscent of Jharkhand where the farmers last year dumped the bumper tomato crop on the roads as the produce was selling fpor 50 paise per kg,the potato farmers in Punjab too have taken a similar step to highlight their woes.With their being no major demand from other states,the farmers said if state government fails to help them export the crop to other countries,they would be forced to dump nearly 50 lakh bags, each containing 50 kg potato on the roads. This would translate into 2.5 lakh tonnes of potato.Potato growers said that the state government should either take the onus to export the crop to other countries or provide freight subsidy so that the farmers could transport it to foreign shores.Following the sharp dip in the prices,the farmers say they can not send it to other states. Even storing the crop in the cold storage is not feasible due to high charges of nearly Rs 70 per bag, said a farmer.In the last season I had sent 5,000 bags to cold storage. I have been to sell only 2,000 bags that too at a very low price. Now,I have dumped the remaining 3,000 bags at various places as I cannot afford to pay the rent at the cold storage, Amarjit Singh,a potato grower from of Chak Chela village,said.Other farmers like Joga Singh and Swaran Singh,both from Jalandhar,also dumped upto 400 bags each by the road side.Farmers have been forced to dump the last seasons crop,as there are no buyers and most of them cant bear the expenses of cold storage, said Jaswinder Singh Sangha,general secretary of Jalandhar Potato Growers Association (JPGA).The prices of potato have crashed from Rs 800 per quintal last year to Rs 100 to 150 per quintal this year. There was a bumper crop in Punjab in January this year. Other states such as UP and West Bengal too recorded good produce,resulting in low price of potato, Sangha said.In fact,there is no fixed price for the crop harvested in January-february 2011 lying in the cold stores. The new crop is being sold at Rs 300 per quintal, he added.Nearly 50 lakh bags (2.5 lakh tonnes) of the last seasons crop are still lying in the cold stores.It may be noted that Doaba region with nearly 85,000 hectares under potato production leads the state in producing the crop.JPGA press secretary,Iqbal Singh Chatta,said that that last year Punjab produced more then 2.1 million tonnes of potatoes. In the current season the figures would go up. The state has a capacity to store nearly 16 lakh tonnes of potato in some 500 cold stores.Sangha added that they have met the government authorities several times since January this year to make arrangements to export the potato to other countries,but to no avail.For all the latest India News, download Indian Express App now"
308,308,"Food inflation dips to 8%, a four-month low",http://timesofindia.indiatimes.com//business/india-business/ampnbspFood-inflation-dips-to-8-a-four-month-low/articleshow/10950553.cms,2011-12-02,The Times Of India,"NEW DELHI: Food inflation dipped to a four-month low of 8% as on November 19, reflecting fall in prices of essential items like onions, potatoes and wheat giving relief to common-man, while rates for rice and vegetables increased at a moderate pace.Decline in food inflation may give respite to the government which is facing heat from the Opposition on various issues, including the price rise. This is lowest since July 16 when food inflation was 7.16%. Food inflation, as measured by the WPI, was 9.01% in the previous week ended November 12. It stood at 9.03% in the same period previous year, corresponding to the week-ended November 19.A relieved Pranab Mukherjee said, ""If this trend continues, perhaps we may have the year-end inflation at around 6-7 per cent."""
315,315,Food inflation declines sharply to 6.60% for week ended Nov 26,http://www.deccanherald.com/content/210163/food-inflation-declines-sharply-660.html,2011-12-08,Deccan Herald,"Food inflation declines sharply to 6.60% for week ended Nov 26Last updated: 08 December, 2011New Delhi, Dec 8 (PTI) 1:34 ISTFood inflation fell sharply to 6.60 per cent for the week ended November 26, reflecting a decline in prices of essential items like vegetables, onions, potatoes and wheat.Food inflation, as measured by the Wholesale Price Index (WPI), stood at 8 per cent in the previous week ended November 19. It was recorded at 8.93 per cent in the corresponding period last year.According to data released by the government today, onions became cheaper by 39.20 per cent year-on-year during the week under review, while potato prices were down by 15.75 per cent. Prices of wheat also fell by 4.70 per cent.Overall, vegetables became cheaper by 1.25 per cent, a big relief after double-digit inflation in vegetable prices during the months of September and October.However, other food products grew more expensive on an annual basis, led by protein-based items.Pulses became 13 per cent costlier during the week under review, while milk grew dearer by 11.02 per cent and eggs, meat and fish by 10.04 per cent.Fruits also became 10.72 per cent more expensive on an annual basis, while cereal prices were up by 1.68 per cent.Inflation in the overall primary articles category stood at 6.92 per cent during the week ended November 26, as against 7.74 per cent in the previous week. Primary articles have over 20 per cent weight in the wholesale price index.Inflation in the non-food segment, which includes fibres, oilseeds and minerals, was recorded at 1.37 per cent during the week under review, as against 2.14 per cent in the week ended November 19."
316,316,"Govt, Oppn spar over price rise",http://www.deccanherald.com/content/210351/govt-oppn-spar-over-price.html,2011-12-08,Deccan Herald,"Govt, Oppn spar over price riseLast updated: 08 December, 2011New Delhi, Dec 8, DHNS: 1:39 ISTThe issue of food inflation on Thursday triggered a fiery debate in Parliament with the Bharatiya Janata Party (BJP) asking the United Progressive Alliance government to quit if it fails to find a way out of the current situation.Though food inflation eased sharply to 6.60 per cent in the week ended on November 26, the lowest since August 2008, the statistics failed to cut any ice. An unrelenting Opposition accused the government of pursuing wrong economic policies. According to the government data released on Thursday, food prices index was down due to fast softening of onion, potato and wheat prices. Onion was cheaper by close to 40 per cent in the week under review, while potato prices were down by nearly 16 per cent.Food inflation stood at 8 per cent in the previous week. But, the prices of protein-based items continued to grow more expensive on an annual basis. Replying to the debate on price rise in Rajya Sabha, Finance Minister Pranab Mukherjee said the food prices were continuously showing a downward trend in the past weeks, but maintained that the prices would not come down overnight.He attributed the rise in overall prices to poor distribution system, international economy and rise in global petroleum prices.He also sought the cooperation of the Opposition in containing prices and carrying out reforms, especially in foreign direct investment in multi-brand retail. The BJP, however, rejected the state of helplessness expressed by the finance minister and staged a walk out from the House.Leader of Opposition in Lok Sabha Sushma Swaraj said rampant corruption in the government along with wrong economic policies was responsible for the skyrocketing prices.Gurudas Dasgupta of the CPI, who attributed the current softening of prices to seasonal factors, asked the government to aim at brining down inflation in the long term.Experts too said the decline in inflation is an outcome of the plentiful kharif harvest.Economists maintained it was too early for the Reserve Bank of India to reverse its monetary policy stance although growth in the previous quarters was stuttering.Although the growth scare has intensified in the last few months, it is too premature to say RBI will completely reverse its stance on December 16. A rate cut may come next March if inflation continues to decline, Jyotinder Kaur, an economist with HDFC Bank, told Deccan Herald.India's economy expanded 6.9 per cent during July and September, slowing from 7.7 per cent in the preceding quarter."
318,318,Food inflation at 3-yr low of 6.6%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-at-3-yr-low-of-66/articleshow/11038225.cms,2011-12-09,The Times Of India,"NEW DELHI: Food inflation eased significantly in late November as prices of vegetables, onions, potatoes and other items softened due to improved supplies, providing relief for policymakers who are grappling with a difficult economic situation.Data released by the commerce and industry ministry on Thursday showed food inflation moderated to a more than three-year low at 6.60% in the week to November 26, easing from the previous week's 8%. It stood at 6.19% in the week to August 9, 2008.Stubbornly high food prices have posed a serious challenge for policymakers and upset household budgets. High food prices have also led to protests. Food inflation has hovered around double digits for a significant period while overall inflation is still near double digits.Finance minister Pranab Mukherjee defended the government strategy to deal with price pressures and said retail prices of 30 essential commodities, including that of rice, wheat and pulses, had either fallen or had registered a marginal increase during the past two years.""It is not correct to say that government has not done anything,"" Mukherjee told the Rajya Sabha on Thursday.Economists said the downtrend in food prices and slowing growth could prompt the Reserve Bank of India (RBI) to pause in its interest rate tightening cycle. The RBI will undertake a policy review next week and most experts say they expect the central bank to hold rates at current levels. The RBI has raised interest rates 13 times since March 2010 to calm price pressures but they have remained stubborn.The latest data showed vegetable prices fell an annual 1.25% in the week to November 26 after rising sharply for the past few weeks. Onion prices continued to decline and fell 39.20% year-on-year while potato prices were down an annual 15.75%. Prices of milk, egg, meat and fish continued to remain firm.The index for food articles group declined by 1% to 193.8 from 195.7 for the previous week due to lower prices of fish-inland and jowar (3% each), fruits and vegetables, condiments and spices, masur and urad (2% each) and fish-marine, poultry chicken, barley and moong (1% each). But prices of ragi (3%), pork (2%) and gram, mutton, maize, egg and arhar (1% each) moved up.Policymakers expect overall inflation to ease to 6-7% range by end-March but economists say it will hover above the comfort level. On Thursday, ratings agency Crisil marginally revised upwards its forecast for inflation in 2011-12 to 9.2% from the previous 9.1%.""This is because the continuous weakening of the rupee has exerted additional pressure on the imported component of inflation. We now expect the rupee to end the fiscal year at a lower value of Rs 48 per dollar as compared to the earlier forecast of Rs 45-46 per dollar. This will keep inflation at higher levels than expected earlier,"" said Dharmakirti Joshi, chief economist at Crisil.He said the upward revision in inflation also takes into account the continuing firmness in global crude oil prices which if it continues, could result in further fuel price pass through into domestic economy, since there is limited fiscal room to absorb further subsidies.The agency also cut its forecast for gross domestic product growth for 2011-12 to 7% from the previous estimate of 7.6% due to the weak global economic situation and the domestic investment climate."
320,320,Food inflation declines to 6.60%,http://www.thehindu.com/todays-paper/food-inflation-declines-to-660/article2699840.ece,2011-12-09,The Hindu,"Food inflation fell sharply to 6.60 per cent for the week ended November 26, reflecting a decline in the prices of vegetables, onions, potatoes and wheat. Food inflation, as measured by the Wholesale Price Index, stood at 8 per cent in the previous week ended November 19."
329,329,Farmers to distribute free potatoes on Dec 15,http://indianexpress.com/article/cities/chandigarh/farmers-to-distribute-free-potatoes-on-dec-15/,2011-12-14,Indian Express,"On a day when Union Agriculture Minister Sharad Pawar announced that Centre was implementing Market Intervention Scheme (MIS) for procurement of agriculture and horticulture commodities that are generally perishable and not covered under Price Support Scheme,the farmers in Punjab decided to distribute potatoes free of cost to people in Jalandhar on December 15.The potato growers and dealers will also dump the potato on roads as a protest against the meagre freight subsidy of Rs 2 crore announced by the state government against the required subsidy of around Rs 140 crore. The MIS is implemented in order to protect the interests of growers to avoid distress sale in the event of bumper crop when prices tend to fall below the cost of production,as has happened in Punjab for potato crop.Unions including Jalandhar Potato Growers Association (JPGA),Confederation of Potato Seed Farmers (POSCON) and Bhartiya Kisan Union (Lakhowal) stated that due to bumper production,40 lakh bags of crop are still lying in cold storage.JGPA president Raghbir Singh said that when there was glut in Bengal in 2009,Centre had given Rs 85 crore subsidy to the potato growers and the same can be done in Punjab. We need a minimum of Rs 2 per kg freight subsidy, added JS Sangha,the JPGA general secretary. The farmers said that they should either be given a place to dump their crop or the government should purchase it.For all the latest India News, download Indian Express App now"
331,331,Food inflation eases to nearly four-year low of 4.35%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-eases-to-nearly-four-year-low-of-435/articleshow/11117785.cms,2011-12-15,The Times Of India,"NEW DELHI: Food inflation fell to a nearly four-year low of 4.35% during the week ended December 3, reflecting a decline in prices of essential items like vegetables, onions, potatoes and wheat.This is the lowest rate of food inflation since the week ended February 23, 2008, when it stood at 4.28%.Food inflation, as measured by the Wholesale Price Index (WPI), stood at 6.6% in the previous week. It was recorded at 10.78% in the corresponding period last year.Experts feel the moderation in the rate of price rise of food items below the psychological 5%-mark will bring relief to the government, which has been battling high inflation for almost two years now.According to data released by the government today, onions became cheaper by 46.03% year-on-year during the week under review, while potato prices were down by 33.28%. Prices of wheat also fell by 4.43%.Overall, vegetables became cheaper by 12.28%. However, other food products grew more expensive on an annual basis, led by protein-based items.Pulses became 11.76% costlier during the week under review, while milk grew dearer by 11.08% and eggs, meat and fish by 9.26%.Fruits also became 9.37% more expensive on an annual basis, while cereal prices were up by 1.85%.Inflation in the overall primary articles category stood at 5.48% during the week ended December 3, as against 6.92% in the previous week. Primary articles have over 20% weight in the wholesale price index."
332,332,"Potato farmers willing to burn produce, angry over low prices",http://timesofindia.indiatimes.com//india/Potato-farmers-willing-to-burn-produce-angry-over-low-prices/articleshow/11114248.cms,2011-12-15,The Times Of India,"YAMUNANAGAR/JALANDHAR: Farmers are angry at the Rs 1.5 per kg price of potatoes and are considering burning the crop in Shahabad town of Kurukshetra district in Haryana on Thursday. The farmers in neighbouring Punjab have already decided to swamp the roads of Jalandhar with potatoes and also threatened to offer them free on Thursday.Hurt over the low price of potatoes, the farmers from neighboring districts met at Yamunanagar on Wednesday under the banner of Bhartiya Kisan Union (BKU) to finalise their strategy. ""This is a big mystery that farmers are compelled to sell their potatoes for just Rs 1.50 per kg while people are paying Rs 10 to Rs 12 per kg for the same. Who is cheating us? It needs to be searched out,""said Vijay Mehta, general secretary, state BKU. ""We have decided to burn the crop as the government is not paying any attention to out plight,"" he claimed. ""We would make a call to all the farmers not to grow three crops; potato, wheat and paddy for commercial uses as these are not giving any benefit to us,"" Mehta announced."
333,333,Food inflation eases to 4.35%,http://www.deccanherald.com/content/211913/food-inflation-eases-435.html,2011-12-15,Deccan Herald,"Last updated: 15 December, 2011New Delhi, Dec 15 (DHNS) 23:16 ISTSharp slide in vegetable prices coupled with the governments steps to augment supply of food articles brought Indias food inflation to nearly a four-year low at 4.35 per cent in the week ending December 3.The new crop arrival in the market and statistical base effect also played a role in bringing the food price index down since February 2008, which is expected to take some pressure off the central bank to persist with a tight monetary stance in its Fridays mid-quarter policy review.According to government data, onions became cheaper by 46.03 per cent year-on-year during the week under review, while potato prices were down by 33.28 per cent. Prices of wheat also fell by 4.43 per cent. Overall, vegetables became cheaper by 12.28 per cent.However, increased demand and the changing composition of demand in favour of eggs, meat, fish and milk resulted in price increase of these items. But pulses became costlier by 12 per cent during the week under review, while milk grew dearer by 11 per cent and eggs, meat and fish by 9.26 per cent. Fruits also became 9.37 per cent more expensive on an annual basis, while cereal prices were up by 1.85 per cent. Inflation in the overall primary articles category stood at 5.48 per cent during the week ended December 3, as against 6.92 per cent in the previous week.Chief Eonomic Advisor Kaushik Basu expressed hope that food inflation would go down further in the first week of January. We have been fighting a long battle against inflation. It is beginning to wind down. By the first week of January, food inflation will go down below 3 per cent, Basu said."
334,334,Sebi rules,https://www.telegraphindia.com/1111216/jsp/business/story_14888387.jsp#2,2011-12-16,Telegraph,"Food inflationNew Delhi, Dec. 15: Food inflation fell to a nearly four-year low of 4.35 per cent during the week ended December 3, reflecting a decline in prices of essential items such as vegetables, onions, potatoes and wheat. This is the lowest rate of food inflation since the week ended February 23, 2008, when it stood at 4.28 per cent. Food inflation stood at 6.6 per cent in the previous week.Sebi rulesMumbai, Dec. 15: Capital market regulator Sebi today released guidelines on outsourcing by intermediaries such as brokers and depository participants that prohibit sub-contracting of core business activities. The guidelines also direct them to put in place a comprehensive policy on the outsourcing of activities.BBH IndiaMumbai, Dec. 15: The TVS Wego scooter commercial created by BBH India has won the award for the best two-wheeler commercial of the year at the CNBC TV18 Overdrive Awards 2011 held in New Delhi recently."
335,335,Food inflation,https://www.telegraphindia.com/1111216/jsp/business/story_14888387.jsp#1,2011-12-16,Telegraph,"Food inflationNew Delhi, Dec. 15: Food inflation fell to a nearly four-year low of 4.35 per cent during the week ended December 3, reflecting a decline in prices of essential items such as vegetables, onions, potatoes and wheat. This is the lowest rate of food inflation since the week ended February 23, 2008, when it stood at 4.28 per cent. Food inflation stood at 6.6 per cent in the previous week.Sebi rulesMumbai, Dec. 15: Capital market regulator Sebi today released guidelines on outsourcing by intermediaries such as brokers and depository participants that prohibit sub-contracting of core business activities. The guidelines also direct them to put in place a comprehensive policy on the outsourcing of activities.BBH IndiaMumbai, Dec. 15: The TVS Wego scooter commercial created by BBH India has won the award for the best two-wheeler commercial of the year at the CNBC TV18 Overdrive Awards 2011 held in New Delhi recently."
336,336,BBH India,https://www.telegraphindia.com/1111216/jsp/business/story_14888387.jsp#3,2011-12-16,Telegraph,"Food inflationNew Delhi, Dec. 15: Food inflation fell to a nearly four-year low of 4.35 per cent during the week ended December 3, reflecting a decline in prices of essential items such as vegetables, onions, potatoes and wheat. This is the lowest rate of food inflation since the week ended February 23, 2008, when it stood at 4.28 per cent. Food inflation stood at 6.6 per cent in the previous week.Sebi rulesMumbai, Dec. 15: Capital market regulator Sebi today released guidelines on outsourcing by intermediaries such as brokers and depository participants that prohibit sub-contracting of core business activities. The guidelines also direct them to put in place a comprehensive policy on the outsourcing of activities.BBH IndiaMumbai, Dec. 15: The TVS Wego scooter commercial created by BBH India has won the award for the best two-wheeler commercial of the year at the CNBC TV18 Overdrive Awards 2011 held in New Delhi recently."
340,340,Food inflation at 4-yr low of 4.35%,http://timesofindia.indiatimes.com//city/delhi/Food-inflation-at-4-yr-low-of-435/articleshow/11125385.cms,2011-12-16,The Times Of India,"NEW DELHI: The sharp fall in vegetable prices in the neighbourhood market is now showing in the food inflation numbers, which fell to a near four-year low of 4.35% in the week-ended December 3, easing the burden on the government which has been battling criticism over the way it has handled the price situation.The sharp fall from 10.63% in early November, was the result of prices of vegetables, potatoes, onions and wheat falling in the range of 4.43% to 46% due to better supplies. In some commodities such as potatoes which witnessed a 33% decline, farmers in several parts of the country are dumping the crop on the streets or letting it rot as there is a bumper harvest and cold storages are full with last year's stocks. In certain cases such as onions, where prices were down 46% due to the high base seen a year ago also came to the rescue. Milk seemed to be the only sour point with prices rising 11%.Food inflation stood at 6.6% in the previous week and 10.78% a year ago. The latest weekly food inflation number is the lowest since the week-ended February 23, 2008, when it was 4.28%. Buoyed by the steep decline in food prices, chief economic advisor Kaushik Basu said food inflation may go down below 3% in a month's time. ""I expect by the first week of January food inflation will go down below 3%.""The sharp easing comes ahead of RBI's review of monetary policy slated for Friday, where it is widely expected to hold key rates steady despite an anguished plea from the government to start cutting interest rates in the wake of falling GDP growth.""Headline inflation is expected to moderate further to around 8% in December, from 9.1% in November, as easing food price inflation would offset the impact of the recent rupee depreciation,"" ICRA economist Aditi Nayar said."
